,,
,,
Catalog #     ,Material Description            ,UPC#
37455,"DIEHEAD, CMPL 12R 1-1/2 LH NPT",095691374554
37465,"DIEHEAD, CMPL 12R 1/8 HS NPT",095691374653
37470,"DIEHEAD, CMPL 12R 1/4 HS NPT",095691374707
37475,"DIEHEAD, CMPL 12R 3/8 HS NPT",095691374752
37480,"DIEHEAD, CMPL 12R 1/2 HS NPT",095691374806
37483,"DRUM, MICRODRAIN D65S 115V",095691374837
37485,"DIEHEAD, CMPL 12R 3/4 HS NPT",095691374851
37488,"CAPACITOR, START 540-648 MFD",095691374882
37490,"DIEHEAD, CMPL 12R 1"" HS NPT",095691374905
37493,"CAPACITOR, RUN 60 MFD.",095691374936
37495,"DIEHEAD, CMPL 12R 1-1/4 HS NPT",095691374950
37500,"DIEHEAD, CMPL 12R 1-1/2 HS NPT",095691375001
37505,"DIEHEAD, CMPL 12R 2"" HS NPT",095691375056
37510,"DIEHEAD, CMPL 12R 1/8 HS NPTSS",095691375100
37513,"REEL, MICRODRAIN D65S SS 230V",095691375131
37515,"DIEHEAD, CMPL 12R 1/4 HS NPTSS",095691375155
37520,"DIEHEAD, CMPL 12R 3/8 HS NPTSS",095691375209
37525,"DIEHEAD, CMPL 12R 1/2 HS NPTSS",095691375254
37528,"DRUM, MICRODRAIN D65S 230V",095691375285
37530,"DIEHEAD, CMPL 12R 3/4 HS NPTSS",095691375308
37533,"SCREW,PKG OF 2 8-32 X 1",095691375339
37535,"DIEHEAD, CMPL 12R 1"" HS NPT SS",095691375353
37540,"DIEHEAD, CMP 12R 1-1/4 HSNPTSS",095691375407
37545,"DIEHEAD, CMP 12R 1-1/2 HSNPTSS",095691375452
37550,"DIEHEAD, CMPL 12R 2"" HS NPT SS",095691375506
37555,"DIEHEAD, CMPL 12R 1/8 NPSM",095691375551
37560,"DIEHEAD, CMPL 12R 1/4 NPSM",095691375605
37565,"DIEHEAD, CMPL 12R 3/8 NPSM",095691375650
37570,"DIEHEAD, CMPL 12R 1/2 NPSM",095691375704
37575,"DIEHEAD, CMPL 12R 3/4 NPSM",095691375759
37580,"DIEHEAD, CMPL 12R 1"" NPSM",095691375803
37585,"DIEHEAD, CMPL 12R 1-1/4 NPSM",095691375858
37590,"DIEHEAD, CMPL 12R 1-1/2 NPSM",095691375902
37595,"DIEHEAD, CMPL 12R 2"" NPSM",095691375957
37603,"ACCESSORIES, U-BRACKET, HB382",095691376039
37610,"DIEHEAD, CMPL 00RB 1/4 NC",095691376107
37615,"DIEHEAD, CMPL 00RB 5/16 NC",095691376152
37618,"ACCESSORIES, STRAIGHTENER",095691376183
37620,"DIEHEAD, CMPL 00RB 3/8 NC",095691376206
37623R,"SCREW, PKG OF 5 W/WASHER",095691376237
37625,"DIEHEAD, CMPL 00RB 7/16 NC",095691376251
37628,"CABLE, C-25 HD INNER CORE",095691376282
37630,"DIEHEAD, CMPL 00RB 1/2 NC",095691376305
37633,"CABLE, C-26 HD. INNER CORE",095691376336
37635,"DIEHEAD, CMPL 00RB 9/16 NC",095691376350
37638,"CABLE, C-27 HD. INNER CORE",095691376381
37640,"DIEHEAD, CMPL 00RB 5/8 NC",095691376404
37643,"CABLE, C-24 HD. INNER CORE",095691376435
37645,"DIEHEAD, CMPL 00RB 3/4 NC",095691376459
37650,"DIEHEAD, CMPL 00RB 7/8 NC",095691376503
37655,"DIEHEAD, CMPL 00RB 1"" NC",095691376558
37678,"CORD, ASM 115V",095691376787
37698,"CORD, ASM 230V",095691376985
37710,"DIEHEAD, CMPL 00RB 1/4 NF",095691377104
37715R,"DIEHEAD, CMPL 00RB 5/16 NF",095691377159
37720,"DIEHEAD, CMPL 00RB 3/8 NF",095691377203
37725,"DIEHEAD, CMPL 00RB 7/16 NF",095691377258
37728,"MOTOR, ASM 115V",095691377289
37730,"DIEHEAD, CMPL 00RB 1/2 NF",095691377302
37735,"DIEHEAD, CMPL 00RB 9/16 NF",095691377357
37740,"DIEHEAD, CMPL 00RB 5/8 NF",095691377401
37745,"DIEHEAD, CMPL 00RB 3/4 NF",095691377456
37753,"CABLE, ASM C-24 HD K-750 RETL",095691377531
37755,"DIEHEAD, CMPL 00RB 1""-14NS",095691377555
37777,"RATCHET, ASM W/HANDLE 11R/R200",095691377777
37785,"DIEHEAD, CMPL 00RB 9/16 NF LH",095691377852
37793,"COVER,RUBBER",095691377937
37800,"DIEHEAD, CMPL 00RB 7/8 NF LH",095691378002
37805,"DIEHEAD, CMPL 00RB 1""-14NS LH",095691378057
37810,"DIES, 12R 1/8 NPT",095691378101
37813,"ACCESSORIES, TURNABLE TRIPOD",095691378132
37815,"DIES, 12R 1/4 NPT",095691378156
37820,"DIES, 12R 3/8 NPT",095691378200
37825,"DIES, 12R 1/2 NPT",095691378255
37828,"ACCESSORIES, FOOT WHEELS",095691378286
37830,"DIES, 12R 3/4 NPT",095691378309
37835,"DIES, 12R 1"" NPT",095691378354
37838,"ACCESSORIES, U-BRACKET, HB383",095691378385
37840,"DIES, 12R 1-1/4 NPT",095691378408
37842,"CABLE, C31 3/8 X 50'",095691378422
37845,"DIES, 12R 1-1/2 NPT",095691378453
37847,"CABLE, C32 3/8 X 75'",095691378477
37850,"DIES, 12R 2"" NPT",095691378507
37852,"CABLE, C33 3/8 X 100'",095691378521
37855,"DIES, 12R 1/8 NPT HS",095691378552
37857,"CABLE, C44 1/2 X 50'",095691378576
37860,"DIES, 12R 1/4 NPT HS",095691378606
37862,"CABLE, C45 1/2 X 75'",095691378620
37865,"DIES, 12R 3/8 NPT HS",095691378651
37867,"CABLE, C45 HC 1/2 X 75'",095691378675
37870,"DIES, 12R 1/2 NPT HS",095691378705
37872,BELT,095691378729
37875,"DIES, 12R 3/4 NPT HS",095691378750
37880,"DIES, 12R 1"" NPT HS",095691378804
37882,"SPRING, EXTENSION",095691378828
37885,"DIES, 12R 1-1/4 NPT HS",095691378859
37888,"CAMERA, MICRO CA-300 LI",095691378880
37890,"DIES, 12R 1-1/2 NPT HS",095691378903
37895,"DIES, 12R 2"" NPT HS",095691378958
37897,PKG OF 5 NYLON WASHERS,095691378972
37900,"DIES, 12R 1/8 NPT HS SS",095691379009
37905,"DIES, 12R 1/4 NPT HS SS",095691379054
37907,PKG OF 5 HEX SCREWS,095691379078
37910,"DIES, 12R 3/8 NPT HS SS",095691379108
37912,"COLLAR, SET ASM",095691379122
37913,"CABLE, MICRODRAIN PUSH 65FT",095691379139
37915,"DIES, 12R 1/2 NPT HS SS",095691379153
37920,"DIES, 12R 3/4 NPT HS SS",095691379207
37922,"TUBE, GUIDE",095691379221
37925,"DIES, 12R 1"" NPT HS SS",095691379252
37930,"DIES, 12R 1-1/4 NPT HS SS",095691379306
37932,PKG OF 6 CLINCH STUDS,095691379320
37935,"DIES, 12R 1-1/2 NPT HS SS",095691379351
37937,"AXLE, DRUM",095691379375
37940,"DIES, 12R 2"" NPT HS SS",095691379405
37945,"DIES, 12R 1/8 NPSM",095691379450
37947,PKG OF 5 SPIRAL RINGS,095691379474
37950,"DIES, 12R 1/4 NPSM",095691379504
37952,PKG OF 5 GROMMETS,095691379528
37955,"DIES, 12R 3/8 NPSM",095691379559
37957,SPRING,095691379573
37958,"JAW, 1/2"" MEGAPRESS STD",095691379580
37960,"DIES, 12R 1/2 NPSM",095691379603
37962,"TIP, RUBBER",095691379627
37963,"JAW, 3/4"" MEGAPRESS STD",095691379634
37965,"DIES, 12R 3/4 NPSM",095691379658
37967,"FOOTSWITCH, ASM",095691379672
37968,"JAW, 1"" MEGAPRESS STD",095691379689
37970,"DIES, 12R 1"" NPSM",095691379702
37973,"RING, 1-1/4"" MEGAPRESS STD",095691379733
37975,"DIES, 12R 1-1/4 NPSM",095691379757
37978,"RING, 1-1/2"" MEGAPRESS STD",095691379788
37980,"DIES, 12R 1-1/2 NPSM",095691379801
37983,"RING, 2"" MEGAPRESS STD",095691379832
37985,"DIES, 12R 2"" NPSM",095691379856
37988,"PREP TOOL, 1-1/4""-2"" MEGAPRESS",095691379887
37993,"PREP TOOL, 1/2""-1"" MEGAPRESS",095691379931
37997,"SET OF, BALL TRANSFER HEADS",095691379979
38003,"STRIP, 1-1/4""-2"" ABRASIVE",095691380036
38007,"SCREW, 10-32 X 3/4 BUTT HCA",095691380074
38008,"STRIP, 1/2""-1"" ABRASIVE",095691380081
38013,"SET OF,BRUSHES 230V",095691380135
38018,"SET OF,BRUSH LEADS 230V",095691380180
38023,"SWITCH,230V",095691380234
38028,"BENDER, MODEL 603, 3/16""",095691380289
38033,"BENDER, MODEL 604, 1/4""",095691380333
38038,"BENDER, 605/608M, 5/16""",095691380388
38043,"BENDER, MODEL 606, 3/8""",095691380432
38048,"BENDER, MODEL 608, 1/2""",095691380487
38050,"DIES, 12R 1/4 NPT HS LH",095691380500
38053,"BENDER, MODEL 606M, 6MM",095691380531
38055,"DIES, 12R 3/8 NPT HS LH",095691380555
38058,"BENDER, MODEL 610M, 10MM",095691380586
38060,"DIES, 12R 1/2 NPT HS LH",095691380609
38063,"BENDER, MODEL 612M, 12MM",095691380630
38065,"DIES, 12R 3/4 NPT HS LH",095691380654
38068,"GASKET, COUNT PLUS",095691380685
38070,"DIES, 12R 1"" NPT HS LH",095691380708
38075,"DIES, 12R 1-1/4 NPT HS LH",095691380753
38078,"FRAME, HB383",095691380784
38080,"DIES, 12R 1-1/2 NPT HS LH",095691380807
38083,"FRAME, HB382",095691380838
38088,"PUMP, HB382 ASSY",095691380883
38093,"PUMP, HB383 ASSY",095691380937
38098,"SCREW, SAFETY",095691380982
38100,"DIES, 65R NPT HS",095691381002
38103,O-RING,095691381033
38105,"DIES, 65R NPT HS SS",095691381057
38108,"LEVER,HANDLE",095691381088
38110,"DIES, 65R NPT HS CI",095691381101
38113,"GRIP,HANDLE",095691381132
38120,"DIES, 141 NPT HS",095691381200
38123,"DECAL,OPERATING",095691381231
38125,"DIES, 141 NPT HS CI",095691381255
38128,"KNOB,RELEASE",095691381286
38130,"DIES, 141 NPT HS PVC",095691381309
38133,"NUT,RING",095691381330
38138,"WASHER,COPPER",095691381385
38140,"DIES, 141 37-1/2 DEG BEVEL",095691381408
38143,"PACKING,RUBBER",095691381439
38148R,"BALL,PKG OF 3",095691381484
38153,O-RING,095691381538
38155,"DIES, 161 NPT HS",095691381552
38158,"CAP,FILL",095691381583
38163,"LABEL,WARNING",095691381637
38168R,"LABEL,RIDGID",095691381682
38173,"SEAL,HB382",095691381736
38178,"SEAL,HB383",095691381781
38183,"SCRAPER,HB382",095691381835
38188,"SCRAPER,HB383",095691381880
38193,"RAM,HB382",095691381934
38198,"RAM,HB383",095691381989
38203,"SPRING,PULL",095691382030
38208,PIN,095691382085
38213,"PLUG,",095691382139
38218,"SPRING,",095691382184
38223,"FILTER,",095691382238
38225,"DIES, 4PJ 3"" NPT HS",095691382252
38228R,"BODY,HB 382 PUMP",095691382283
38230,"DIES, 4PJ 3-1/2 NPT HS",095691382306
38233,"BODY,HB 383 PUMP",095691382337
38238,"PLUG,",095691382382
38243,"PLATE,HB 382 NAME",095691382436
38245,"DIES, 4PJ 3"" NPT HS CI",095691382450
38248R,"PLATE,HB 383 NAME",095691382481
38253R,"RING, PKG OF 2",095691382535
38255R,"DIES, 4PJ 4"" NPT HS CI",095691382559
38258,"PIN,",095691382580
38263R,"SPRING,",095691382634
38268,"PIN,",095691382689
38273,"SEAL,",095691382733
38278,"RAM,PRESS",095691382788
38283,"SCRAPER,",095691382832
38288,"KIT,HB 382 REPAIR",095691382887
38293,"KIT,HB 383 REPAIR",095691382931
38323,"KIT,MICRODRAIN BEARING UPGRADE",095691383235
38328,"KIT,M.REELC BEARING UPGRADE",095691383280
38335,"DIE, BUTTON 1/4-20 UNC",095691383358
38338,"KIT,M.REEL BEARING UPGRADE",095691383389
38340,"DIE, BUTTON 5/16-18 UNC",095691383402
38345,"DIE, BUTTON 3/8-16 UNC",095691383457
38350,"DIE, BUTTON 7/16-14 UNC",095691383501
38355,"DIE, BUTTON 1/2-13 UNC",095691383556
38360,"DIE, BUTTON 9/16-12 UNC",095691383600
38365,"DIE, BUTTON 5/8-11 UNC",095691383655
38370,"DIE, BUTTON 3/4-10 UNC",095691383709
38375,"DIE, BUTTON 7/8-9 UNC",095691383754
38380,"DIE, BUTTON 1""-8 UNC",095691383808
38385,"DIE, BUTTON 1/4-28 UNF",095691383853
38390,"DIE, BUTTON 5/16-24 UNF",095691383907
38395,"DIE, BUTTON 3/8-24 UNF",095691383952
38400,"DIE, BUTTON 7/16-20 UNF",095691384003
38405,"DIE, BUTTON 1/2-20 UNF",095691384058
38410,"DIE, BUTTON 9/16-18 UNF",095691384102
38415,"DIE, BUTTON 5/8-18 UNF",095691384157
38420,"DIE, BUTTON 3/4-16 UNF",095691384201
38425,"DIE, BUTTON 7/8-14 UNF",095691384256
38430,"DIE, BUTTON 1""-14 NS",095691384300
38535,"RATCHET, W/HANDLE 0R",095691385352
38540,"RATCHET, W/HANDLE 00R",095691385406
38550,"RATCHET, W/HANDLE 111R",095691385505
38560,"RATCHET, L/HANDLE 0R",095691385604
38565,"RATCHET, L/HANDLE 00R",095691385659
38568R,"EXTENSION,HB 383",095691385680
38575,"RATCHET, L/HANDLE 111R",095691385758
38578,"ASSEMBLY,OLED MONITOR",095691385789
38583,"ASSEMBLY,LCD MONITOR",095691385833
38585,"HANDLE, PIPE 3/4 X 24",095691385857
38590,"HANDLE, PIPE 3/4 X 19",095691385901
38593,"CIRCUIT BOARD,LCD MONITOR",095691385932
38605,"CASE, CARRYING METAL 00R & 0R",095691386052
38608,"BAR, SUNHOOD TORSION",095691386083
38610,"CASE, CARRYING METAL 00RB",095691386106
38613R,"HOUSING, FRONT MONITOR (OLED)",095691386137
38615,"CASE, CARRYING METAL 111R",095691386151
38620,"CASE, CARRYING METAL 11R",095691386205
38623,"KEYPAD,DVDPAK",095691386236
38625,"CASE, CARRYING METAL 12R",095691386250
38628,"COVER,REAR MONITOR (OLED)",095691386281
38633,"COVER,REAR MONITOR (LCD)",095691386335
38638R,"ASSEMBLY,TOP COVER DVDPAK",095691386380
38643,"ASSEMBLY,BOTTOM COVER DVDPAK",095691386434
38660,"RING, SPRING 0R",095691386601
38670,"RING, RATCHET W/SPRING 0R",095691386700
38675,"HOUSING, RATCHET 0R",095691386755
38677,"DIES, R200 1/8 BSPT",095691386779
38682,"DIES, R200 1/4 BSPT",095691386823
38685,"HOUSING, RATCHET 00R",095691386854
38688,"ASSEMBLY,TOP COVER DVDBASE",095691386885
38690,PKG OF 3 PAWLS,095691386908
38692,"DIES, R200 1/2 BSPT",095691386922
38693,"NOZZLE, PROP 1/4"" NPT H-111",095691386939
38695,PKG OF 5 SPRINGS COMP.,095691386953
38697,"DIES, R200 3/4 BSPT",095691386977
38698,"NOZZLE, PROPULS 1/8 NPT H-101",095691386984
38700,"KNOB, 00R",095691387004
38702,"DIES, R200 1"" BSPT",095691387028
38703,"NOZZLE, DRHD 1/8 NPT H-104 SS",095691387035
38705,PKG OF 5 PINS,095691387059
38708,"NOZZLE, PENET 1/4"" NPT H-112",095691387080
38710,"DIEHEAD, 00R 1/8",095691387103
38712,"DIES, R200 1-1/2 BSPT",095691387127
38713,"NOZZLE, PENETR 1/8 NPT H-102",095691387134
38715,"PLATE, COVER 1/8",095691387158
38718,"NOZZLE,SPINNER 1/4"" NPT H-115",095691387189
38720,PKG OF 4 SCREWS,095691387202
38723,"NOZZLE,SPINNER 1/8"" NPT H-105",095691387233
38725,"RING, SPRING 00R",095691387257
38730,"DIEHEAD, ASM 00R 1/4",095691387301
38735,"PLATE, COVER 1/4",095691387356
38740,"DIEHEAD, ASM 00R 3/8",095691387400
38745,"PLATE, COVER 3/8",095691387455
38750,PKG OF 4 SCREWS,095691387509
38755,"DIEHEAD, ASM 00R 1/2",095691387554
38760,"PLATE, COVER 1/2",095691387608
38765,"DIEHEAD, ASM 00R 3/4",095691387653
38770,"PLATE, COVER 3/4",095691387707
38775,"DIEHEAD, ASM 00R 1""",095691387752
38780,"PLATE, COVER 1""",095691387806
38785,"DIEHEAD, ASM 11R 1/8",095691387851
38790,"DIEHEAD, ASM 11R 1/4",095691387905
38795,"DIEHEAD, ASM 11R 3/8",095691387950
38798,"ASSEMBLY,NAV. BRICK PCB (US)",095691387981
38800,"DIEHEAD, ASM 11R 1/2",095691388001
38805,"DIEHEAD, ASM 11R 3/4",095691388056
38808,"JETTER, KJ-3100 W/O REEL",095691388087
38810,"DIEHEAD, ASM 11R 1""",095691388100
38815,"DIEHEAD, ASM 11R 1-1/4",095691388155
38820,"HOUSING, RATCHET 11R",095691388209
38823,"ASSEMBLY, REAR CAP DVD BASE",095691388230
38825,"COVER, RATCHET HOUSING 11R",095691388254
38830,"RING, SPRING 11R",095691388308
38833,"ARMATURE,ASM 120V",095691388339
38835,"RING, W/SPRING RATCHET 11R",095691388353
38838,"ARMATURE,ASM 230V",095691388384
38843,"ARMATURE, ASM 100V",095691388438
38845,"RING, SPRING 111R",095691388452
38848,"FIELD, 120V",095691388483
38853,"FIELD, 230V",095691388537
38858,"FIELD, 100V",095691388582
38880,"PLATE, COVER 1-1/4",095691388803
38885,"HOUSING, RATCHET 111R",095691388858
38890,"DIEHEAD, ASM 12R 1/8",095691388902
38895,"RING, SPRING 12R",095691388957
38900,"DIEHEAD, 12R 1/4 ASM",095691389008
38905,"DIEHEAD, 12R 3/8",095691389053
38910,"DIEHEAD, ASM 12R 1/2",095691389107
38915,"DIEHEAD, ASM 12R 3/4",095691389152
38920,"DIEHEAD, ASM 12R 1""",095691389206
38925,"DIEHEAD, ASM 12R 1-1/4",095691389251
38930,"DIEHEAD, ASM 12R 1-1/2",095691389305
38935,"PLATE, COVER 1-1/2 12R",095691389350
38940,PKG OF 4 SCREWS,095691389404
38945,"DIEHEAD, ASM 12R 2""",095691389459
38950,"PLATE, COVER 2"" 12R",095691389503
38955,"HOUSING, RATCHET 12R",095691389558
38960,"DIEHEAD, BOLT 00RB 1/4",095691389602
38965,"DIEHEAD, BOLT 00RB 5/16",095691389657
38970,"DIEHEAD, BOLT 00RB 3/8",095691389701
38975,"DIEHEAD, BOLT 00RB 7/16",095691389756
38980,"DIEHEAD, BOLT 00RB 1/2",095691389800
38985,"DIEHEAD, BOLT 00RB 9/16",095691389855
38990,"DIEHEAD, BOLT 00RB 5/8",095691389909
38995,"DIEHEAD, BOLT 00RB 3/4",095691389954
39000,"DIEHEAD, BOLT 00RB 7/8",095691390004
39003,"SHIELD, PKG OF 2",095691390035
39005,"DIEHEAD, BOLT 00RB 1""",095691390059
39020,PKG OF 5 SCREWS,095691390202
39085,"DIEHEAD, 161",095691390851
39090,"GEARCASE, 161",095691390905
39095,"WORKHOLDER, 161",095691390950
39100,"SCROLL, WORKHOLDER 141",095691391001
39105,"SCROLL, WORKHOLDER 161",095691391056
39110R,"PLATE, SELECTOR 141 F/CI",095691391100
39115R,"PLATE, SELECTOR F/CI",095691391155
39136,GUARD,095691391360
39153,"RADIO, 18V GEN5X R84087",095691391537
39160,"BARREL, 161",095691391605
39162,"PUMP, OIL 1822I",095691391629
39165,"PLATE, SELECTOR 161",095691391650
39172,"SPRING, RATCHET HOUSING",095691391728
39175,"DIEHEAD, 141",095691391759
39177,"RATCHET, ASM 11R/R200",095691391773
39180,"PLATE, CAM 141",095691391803
39182,"HOUSING, RATCHET R200",095691391827
39185,"PLATE, SELECTOR 141",095691391858
39187,"RING, RATCHET,R200",095691391872
39190,"PLATE, SELECTOR 141",095691391902
39192,"PAWL, RATCHET R200",095691391926
39195,"WORKHOLDER, 141",095691391957
39197,"KNOB, RATCHET R200",095691391971
39200,"GEARCASE, 141",095691392008
39205,"RING, RATCHET SGL 65R",095691392053
39215,"PLATE, DRIVE W/PIN 65R",095691392152
39220,"PLATE, DRIVE 65R JP",095691392206
39225,"PLATE, DRIVE 65R CO",095691392251
39235,"BODY, 31A",095691392350
39245R,"FACEPLATE, 65R HEAD",095691392459
39263R,"BENDER, 2"" EL HYD PIPE 115/60",095691392633
39288R,"BENDER, 3"" EL HYD PIPE 115/60",095691392886
39290R,"RING, GAUGE 65RTC",095691392909
39295R,"WORKHOLDER, 65RTC",095691392954
39300,"WORKHOLDER, ASM 65RTC",095691393005
39310,"PLATE, CAM 161",095691393104
39315,"POST, GUIDE 161",095691393159
39318,"ASSEMBLY, 230V SOFT START",095691393180
39320,"BARREL, 141",095691393203
39325,"SHAFT, PINION 161",095691393258
39330,"POST, GUIDE 141",095691393302
39335,"WORKHOLDER, CAM 65R",095691393357
39340,"WORKHOLDER, ASM CAM 65R",095691393401
39345,SET OF JAWS 141 WORKHOLDER,095691393456
39348,"KEY, MOTOR SHAFT 1.65""",095691393487
39350,"PLATE, RETAINING 161",095691393500
39353,"SPACER, MOTOR SHAFT",095691393531
39355,SET OF JAWS 161 WORKHOLDER,095691393555
39358,"FLANGE, GEARBOX MOUNTING",095691393586
39360,"SHAFT, PINION 141",095691393609
39363,"CAP, CABLE END",095691393630
39365,"SHAFT, PINION 161",095691393654
39368,"KIT, SEAL",095691393685
39370,"RING, GAUGE 65RC",095691393708
39373,"BEARING, BALL",095691393739
39378,"SHAFT, GEAR",095691393784
39380,"RATCHET, W/HANDLE",095691393807
39383,DIPSTICK W/ ORING,095691393838
39388,"HOUSING, GEAR BOX",095691393883
39390,"CASE, RATCHET",095691393906
39393,PLUG,095691393937
39398,"SCREW, SH CAP",095691393982
39400,"PLATE, CHANGE 65R",095691394002
39403,"SCREW, SH CAP",095691394033
39405,"PLATE, THROWOUT 65R",095691394057
39408,SPACER,095691394088
39413,GEAR,095691394132
39418,FLANGE,095691394187
39420,HANDLE,095691394200
39423,WASHER,095691394231
39425,SET OF WORKHOLDER JAWS 65RTC,095691394255
39428,"SCREW, SH CAP",095691394286
39430,"RING, SPRING 161",095691394309
39433,"PLUG, DRAIN",095691394330
39435,"SLEEVE, PINION 161",095691394354
39438,"SCREW, SH CAP",095691394385
39443,"SCREW, SH CAP M10X80",095691394439
39448,"WASHER, LOCK",095691394484
39450,"PLATE, ASM CAM 65R",095691394507
39453,"CAP, VALVE",095691394538
39455,"PLATE, RETAINING 141",095691394552
39458,"RING, PKG OF 6",095691394583
39463,"O-RING, PKG OF 12",095691394637
39465,"SHAFT, DRIVE 141",095691394651
39468,VALVE,095691394682
39470,"SHAFT, PINION",095691394705
39473,"HOUSING, PUMP HEAD",095691394736
39483,"PLUG, 3/4""",095691394835
39485,PKG OF 2 SET SCREW,095691394859
39490,PKG OF 2 SPRINGS,095691394903
39493,O-RING,095691394934
39498,"GASKET, WIRING",095691394989
39500,"PIN, LOCK CAM 65RTC",095691395009
39503,"GUIDE, FRONT PISTON",095691395030
39505,PKG OF 2 STOP PINS,095691395054
39508,"GUIDE, PISTON",095691395085
39510,PKG OF 2 BALLS,095691395108
39513,GASKET,095691395139
39515,"EXTENSION, PIPE",095691395153
39518,O-RING,095691395184
39523,"WASHER, COPPER",095691395238
39528,PISTON,095691395283
39533,SPACER,095691395337
39538,"PISTON, GUIDING",095691395382
39540,"COUPLING, HANDLE 3/4",095691395405
39542,PKG OF 4 SCREWS 10-24 X 1/2,095691395429
39543,"PIN, PISTON",095691395436
39545,"HANDLE, PIPE 3/4 X 22-1/2",095691395450
39548,O-RING,095691395481
39550,"HANDLE, PIPE 3/4 X 11-3/4",095691395504
39555,"CAM, LOCKING 65RTC",095691395559
39557,PKG OF 5 WING NUTS K375,095691395573
39558,"COVER, SIDE W/ SIGHT GLASS",095691395580
39560,"SPRING, COMP .297 OD X .41 LG",095691395603
39562,"LINECORD, W/PLUG 230V",095691395627
39563,"BOLT, M8 X 16",095691395634
39567,"SCREW, 1/4-20 SC HD SHOULDER",095691395672
39568,BEARING,095691395689
39570,PKG OF 5 SCREWS,095691395702
39573,"ROD, CONNECTING",095691395733
39575,PKG OF 5 SCREWS,095691395757
39578,"CRANKSHAFT, 24MM",095691395788
39580,PKG OF 5 BALLS,095691395801
39582,"SCREW, 5/16-18 X 1 CUP PT SET",095691395825
39583,KEY,095691395832
39585,"WRENCH, 4PJ/141/161",095691395856
39587,"DIES, UNIV 1/8 NPT HS LH",095691395870
39588,"HOUSING, PUMP",095691395887
39598,OIL SIGHT GLASS,095691395986
39603,"RING, SNAP",095691396037
39605,"COLLAR, RETAINING",095691396051
39608,O-RING,095691396082
39613,"BOLT, M6 X 16",095691396136
39615,"RING, PRESSURE 4PJ",095691396150
39618,"COVER, CRANKCASE",095691396181
39620,PKG OF 3 PINS,095691396204
39623,"DISK, CONTRAST",095691396235
39625,"RING, PINION SHAFT",095691396259
39630,"PIN, CENTER",095691396303
39633,"RING, SEAL",095691396334
39638,SEAL,095691396389
39640,PKG OF 2 PINS,095691396402
39645,"KNOB, SELECTOR",095691396457
39650,"SCREW, GUIDE POST",095691396501
39655,"BLOCK, GUIDE 141/161",095691396556
39658,"SUPPORT, OPEN BEARING",095691396587
39660R,"SPRING, COMP .688 OD X 2.0 LG",095691396600
39663,"BOLT, M6 X 60",095691396631
39665,"RING, PINION SHAFT 161",095691396655
39668,"ASSEMBLY, COMPLETE PUMP HEAD",095691396686
39670,"RING, PRESSURE 161",095691396709
39673,OIL SIGHT GLASS,095691396730
39675,"RING, SPLIT 2 PC 161",095691396754
39678,O-RING,095691396785
39680,"SHAFT, DRIVE 161",095691396808
39683R,"DISK, CONTRAST",095691396839
39685,"COLLAR, RETAINING 161",095691396853
39688,SEAL,095691396884
39690,PKG OF 4 SPRINGS,095691396907
39693,"WASHER, LOCK",095691396938
39695,"RING, SPLIT 2 PC 141/4PJ",095691396952
39698,"BOLT, CONNECTING ROD",095691396983
39700,PKG OF 5 DIE PIN W/CLIPS,095691397003
39703,"ASSEMBLY, VALVE KIT",095691397034
39705,PKG OF 3 PINS,095691397058
39708,"ASSEMBLY, PISTON KIT",095691397089
39710,"PLATE, COVER 1"" 31A",095691397102
39713,"ASSEMBLY, WATER SEAL KIT",095691397133
